Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL
click,9/12/2018 15:08,9/12/2018 15:19,9/18/2018 22:19,af_purchase,"{""af_currency"":""CNY"",""af_content_id"":""com.gleragames.mahjong.coins5"",""af_revenue"":328}",328,CNY,47.805049,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_CN_purc_2_Nov_2017,972342676,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,AS,CN,JS,Wuxi,214011,156075,49.66.89.29,TRUE,,,zh-Hans-CN,1536793776423-7813870,,EB2354C9-DC62-417C-8B01-07BF2BB58AE1,,379fd670-b69f-11e8-8d7c-ff2ead84661d,,CEC39BEC-BAB9-45B2-A023-1229E5ABD9DE,ios,iPhone 6s,10.3.3,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/811.5.4 Darwin/16.7.0,,
click,8/30/2018 21:23,8/30/2018 21:24,9/18/2018 22:18,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":1.99}",1.99,USD,1.99,SDK,,,Apple Search Ads,,puzzle games,MTQ_US_10_Jul_2018,162636323,Puzzle lines_US,164030835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,PA,Shavertown,18708,577,71.58.234.180,TRUE,,,en-US,1535649821142-7723420,,52B2EDAD-FA8D-4F9B-9FBF-25504A66B5E7,,09c253c0-ac9b-11e8-a457-fba904be940a,,5720C50C-5E13-4495-A135-98C6FD8ADAE6,ios,iPhone 7 Plus,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,8/28/2018 17:28,8/28/2018 17:30,9/18/2018 22:18,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":1.99}",1.99,USD,1.99,SDK,,,Apple Search Ads,,majong journey,MTQ_US_10_Jul_2018,162636323,Mahjong Lines_US,162583734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,MD,Catonsville,21228,512,76.100.71.53,TRUE,,,en-US,1535462932605-7761722,,A6D92913-E929-43F7-92E9-D23A73820B30,,02d98b10-aae8-11e8-ac52-e32f12465a28,,AB76609B-8AC2-4447-874C-43C0EC0F236E,ios,iPhone 7,11.2.5,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/894 Darwin/17.4.0,,
click,7/5/2018 19:10,7/6/2018 22:07,9/18/2018 22:18,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins3"",""af_revenue"":9.99}",9.99,USD,9.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,FL,Ormond Beach,32174,534,184.91.44.209,TRUE,,,en-US,1530803426767-9937252,,5E1ED2A8-F5D8-4116-8C11-436522291C15,,063b2360-8169-11e8-b4d0-0d9241a5614f,,9D1C3378-EEE6-4331-ACFC-208A597BF877,ios,iPhone X,12,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/974.2.1 Darwin/18.0.0,,
click,8/27/2018 12:57,8/27/2018 12:58,9/18/2018 22:18,af_purchase,"{""af_currency"":""AUD"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":7.99}",7.99,AUD,5.766975,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_AU+CA+UK_purch_11_dec_2017,1015277688,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,AU,AU,NSW,Avoca Beach,2251,36102,58.167.176.175,TRUE,,,en-AU,1535410608526-4209568,,A354CC37-FCCD-42EA-AE89-7CA739382306,,e51831c0-a9f8-11e8-9646-65e2a3dc5ec6,,3D4BB23C-33A3-44CC-9AB1-26D84BDAE00B,ios,iPad Air 2,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,8/29/2018 22:17,8/29/2018 22:18,9/18/2018 22:16,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins4"",""af_revenue"":19.99}",19.99,USD,19.99,SDK,,,Facebook Ads,Facebook,,MTQ - iOS - Value - WW EN (4 September 2017),6.09E+12,EN Tier1 KW MAtch3Games - VALUE,6.10E+12,Mini-Game Find 10 Diff Chickens - Copy,6.11E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TX,Dallas,75205,623,107.77.199.95,FALSE,,,en-US,1535563042913-8298483,,5F3FA66B-A694-4A4D-9575-EC2C40832B35,,735e2c80-abd9-11e8-9d21-2913075ea293,,75862D6E-39FC-4275-BD4B-742DCB1E2F68,ios,iPhone 7 Plus,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,28d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,7/25/2018 12:30,7/25/2018 12:31,9/18/2018 22:15,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":1.99}",1.99,USD,1.99,SDK,,,Apple Search Ads,,mahjong,MTQ_US_10_Jul_2018,162636323,Mahjong Lines_US,162583734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,VA,Woodbridge,22191,511,108.18.29.54,TRUE,,,en-US,1532507412999-3082592,,9DE839AE-D7E6-42F2-AD0B-242E4FBA269C,,a0bf2690-9006-11e8-a169-a75bacd57cbb,,0B41E247-CA5E-435C-9E95-446767C8417A,ios,iPhone 8 Plus,12,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/974.2.1 Darwin/18.0.0,,
click,9/17/2018 21:44,9/17/2018 21:46,9/18/2018 22:13,af_purchase,"{""af_currency"":""JPY"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":240}",240,JPY,2.135801,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_JP_purc_13_Dec_2017,1016138549,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,AS,JP,13,Tokyo,100-0001,392001,126.12.10.34,TRUE,,,ja-JP,1537253179703-9696046,,AC649BCF-FF8F-4E92-A836-C50AF0056298,,2dd68f20-bac3-11e8-aa10-094b08de9d29,,29AE18A1-C177-44EA-BE19-73AA7413BFE8,ios,iPhone 8,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,%E3%83%91%E3%82%BA%E3%83%AB%E3%83%88%E3%83%AC%E3%82%B8%E3%83%A3%E3%83%BC%E3%82%AF%E3%82%A8%E3%82%B9%E3%83%88/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,9/9/2018 21:25,9/9/2018 21:26,9/18/2018 22:11,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins3"",""af_revenue"":9.99}",9.99,USD,9.99,SDK,,,Apple Search Ads,,majong treasure quest,MTQ_US_10_Jul_2018,162636323,Brand Lines_US,170041699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,MI,Wixom,48393,505,162.199.237.99,TRUE,,,en-US,1536513939401-6596363,,E1B58BC1-75AB-4867-9DCA-C74F9FF4D0B1,,12bda480-b477-11e8-af8c-bdc3f5382185,,0776A5F5-17E4-452C-AC32-65C993825BBC,ios,iPhone 8,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,8/30/2018 1:29,8/30/2018 1:31,9/18/2018 22:11,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":1.99}",1.99,USD,1.99,SDK,,,Facebook Ads,Facebook,,MTQ - iOS - Value - WW EN (4 September 2017),6.09E+12,EN Tier1 KW - Value - iOS - Sim Games - PLAYABLE,6.12E+12,MTQ1 Playable timer10 (mahjong) - Copy,6.12E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,OK,Edmond,73003,650,107.77.196.8,FALSE,,,en-US,1535574605476-5434672,,5B63A93B-A426-4247-850D-11776821142A,,5f01fcf0-abf4-11e8-9ed3-ed76aa54cc50,,08DF22A6-2563-4671-89A1-AEF8904AC0AE,ios,iPhone 7,11.2.6,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,28d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/894 Darwin/17.4.0,,
click,8/26/2018 11:22,8/26/2018 11:31,9/18/2018 22:10,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":2.29}",2.29,EUR,2.671869,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_IT_purc_4_Apr_2017,1342727224,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,IT,FI,Querceto,50019,None,93.44.187.243,TRUE,,,it-IT,1535289821600-1102972,,4E2EFC44-2ACA-4813-B449-DEF2355F2F0A,,a3332690-a923-11e8-b267-45154793d4ec,,B3918864-9DF8-43DC-AE15-3AFEC781710E,ios,iPhone 7 Plus,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,4/29/2018 19:56,5/2/2018 2:43,9/18/2018 22:10,af_purchase,"{""af_content_id"":""com.gleragames.mahjong.coins2"",""af_currency"":""USD"",""af_revenue"":4.99}",4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,NC,Cary,27513,560,98.122.128.37,TRUE,,,en-VN,1525017462000-3980216,,89498767-99C7-4A73-9FF7-A5172F3B3AE6,,8ee748c0-4db2-11e8-a216-554464581065,,364CA5FA-39F0-4D18-B7B7-D1C6BAB807F8,ios,iPad 4,10.3.3,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/811.5.4 Darwin/16.7.0,,
click,8/2/2018 2:18,8/2/2018 3:46,9/18/2018 22:10,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":4.99}",4.99,USD,4.99,SDK,,,Apple Search Ads,,toon blast,MTQ_US_10_Jul_2018,162636323,KW_from Search Match on_US,172710449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TN,Harrogate,37752,557,99.110.72.177,TRUE,,,en-US,1533161911525-1333150,,68387A14-9E90-4BF5-BA77-B4B6FE43D144,,a8a7d380-9606-11e8-b89a-d15c8ad1a7c7,,1F82F671-EE06-437D-995C-8153AEBF5673,ios,iPhone 7 Plus,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,7/6/2018 12:44,7/9/2018 4:02,9/18/2018 22:06,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":4.99}",4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,CA,Orange,92869,803,172.90.108.45,TRUE,,,en-US,1530855895991-2950862,,19C01503-5923-4E78-828A-4B06804D4E80,,e9b13e90-832c-11e8-97d7-f16f3a9ba28d,,9D0A1B7A-0BD5-4219-928D-7D85BA7F2A45,ios,iPhone X,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,6/18/2018 20:22,6/18/2018 20:34,9/18/2018 22:06,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":5.49}",5.49,EUR,6.405485,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_DE-AT-CH_purc_4_Dec_2017,1006590854,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,DE,NW,Roetgen,52159,276002,80.187.114.176,FALSE,,,de-GB,1529360650872-7445107,,320B7235-16AE-471F-BCB3-7B1D673CBB43,,017321c0-7337-11e8-93e7-f9b0343cfa0e,,AA954B95-3EDA-4FB7-9EA9-2FEB9C990073,ios,iPhone 6s,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,6/16/2018 16:09,6/16/2018 16:15,9/18/2018 22:05,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":5.49}",5.49,EUR,6.405485,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_IT_purc_4_Apr_2017,1342727224,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,IT,MI,Milan,20142,None,93.38.50.171,TRUE,,,it-IT,1529172622821-6689823,,83795679-F974-403D-A468-631C1192D05C,,893a5070-7180-11e8-9b89-31c0381193f1,,E927F1EC-FAB4-4423-A2C1-6A24F52EFC34,ios,iPhone 6s,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,6/16/2018 16:09,6/16/2018 16:15,9/18/2018 22:04,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":5.49}",5.49,EUR,6.406225,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_IT_purc_4_Apr_2017,1342727224,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,IT,MI,Milan,20142,None,93.38.50.171,TRUE,,,it-IT,1529172622821-6689823,,83795679-F974-403D-A468-631C1192D05C,,893a5070-7180-11e8-9b89-31c0381193f1,,E927F1EC-FAB4-4423-A2C1-6A24F52EFC34,ios,iPhone 6s,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,9/4/2018 22:09,9/4/2018 22:51,9/18/2018 22:04,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":1.99}",1.99,USD,1.99,SDK,,,Apple Search Ads,,mahjong,MTQ_US_10_Jul_2018,162636323,Mahjong Lines_US,162583734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,OR,Portland,97214,820,174.224.6.246,FALSE,,,en-US,1536073796834-7913817,,2D640F51-5F15-409C-9D78-1910BFFDA92E,,0f3a6800-b095-11e8-bfd5-cf31bff6e094,,15196CCC-62FC-4AA8-9E22-5CEE4C20CB62,ios,iPhone SE,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,6/16/2018 16:09,6/16/2018 16:15,9/18/2018 22:03,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":5.49}",5.49,EUR,6.406225,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_IT_purc_4_Apr_2017,1342727224,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,IT,MI,Milan,20142,None,93.38.50.171,TRUE,,,it-IT,1529172622821-6689823,,83795679-F974-403D-A468-631C1192D05C,,893a5070-7180-11e8-9b89-31c0381193f1,,E927F1EC-FAB4-4423-A2C1-6A24F52EFC34,ios,iPhone 6s,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,9/7/2018 20:46,9/7/2018 20:47,9/18/2018 22:03,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":4.99}",4.99,USD,4.99,SDK,,,Apple Search Ads,,mahjong,MTQ_US_10_Jul_2018,162636323,Mahjong Lines_US,162583734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,IA,Dubuque,52001,637,173.29.217.16,TRUE,,,en-US,1536335180101-8288430,,B87AE242-1969-48F5-BBED-0D83C4C3479D,,3c5b6930-b2df-11e8-bc62-c9620625529a,,17D2EEE5-88E1-4321-A13C-F4F9594169BE,ios,iPhone 7 Plus,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,6/16/2018 16:09,6/16/2018 16:15,9/18/2018 22:02,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":5.49}",5.49,EUR,6.407361,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_IT_purc_4_Apr_2017,1342727224,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,IT,MI,Milan,20142,None,93.38.50.171,TRUE,,,it-IT,1529172622821-6689823,,83795679-F974-403D-A468-631C1192D05C,,893a5070-7180-11e8-9b89-31c0381193f1,,E927F1EC-FAB4-4423-A2C1-6A24F52EFC34,ios,iPhone 6s,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,4/5/2018 2:11,4/5/2018 2:13,9/18/2018 22:01,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.pack3"",""af_revenue"":24.99}",24.99,USD,24.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,NC,Mocksville,27028,518,173.94.80.149,TRUE,,,en-US,1522879956479-7045787,,DCA2AC9D-F312-4EC3-AE38-4AE0D5248F73,,dbbc60c0-3876-11e8-984f-6fd1776ad091,,5213478D-387F-423C-9A7C-A39486BD01D3,ios,iPad 5,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,4/5/2018 2:11,4/5/2018 2:13,9/18/2018 22:01,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins4"",""af_revenue"":19.99}",19.99,USD,19.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,NC,Mocksville,27028,518,173.94.80.149,TRUE,,,en-US,1522879956479-7045787,,DCA2AC9D-F312-4EC3-AE38-4AE0D5248F73,,dbbc60c0-3876-11e8-984f-6fd1776ad091,,5213478D-387F-423C-9A7C-A39486BD01D3,ios,iPad 5,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,6/16/2018 16:09,6/16/2018 16:15,9/18/2018 22:01,af_purchase,"{""af_currency"":""EUR"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":5.49}",5.49,EUR,6.405485,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_IT_purc_4_Apr_2017,1342727224,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,EU,IT,MI,Milan,20142,None,93.38.50.171,TRUE,,,it-IT,1529172622821-6689823,,83795679-F974-403D-A468-631C1192D05C,,893a5070-7180-11e8-9b89-31c0381193f1,,E927F1EC-FAB4-4423-A2C1-6A24F52EFC34,ios,iPhone 6s,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
click,7/11/2017 18:48,7/11/2017 18:52,9/18/2018 22:00,af_purchase,"{""af_currency"":""GBP"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":4.99}",4.99,GBP,6.561145,SDK,,,applovin_int,video,,MahjongTreasureQuest_iOS_CPI,dd58daf0b9bf36d00c250264efe18202,,,Video_Portrait_Long_Mahjong_15sec_NoVoice_HD_AppStore_Vid_CreativeSet1_Graphic,,INTER,4c0488245af0b1842dc1ad57fd7f110e,,,,,,,,,,,,,,,,,,,,,,,,,EU,UK,STG,Dunblane,fk15 0hg,826034,5.70.187.9,TRUE,,,en-GB,1499802571000-9365474,,C3C7FD1C-4625-4E94-97DC-DE62DD4A98CC,,0ef4aef0-666a-11e7-a050-d3a8da435756,,A9EE6260-374D-4362-BB18-9AD27D201B72,ios,iPad Mini 2,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,7d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,https://app.appsflyer.com/id1098189387?pid=applovin_int&af_click_lookback=7d&c=MahjongTreasureQuest_iOS_CPI&clickid=106a80fec145ba8d4c&idfa=C3C7FD1C-4625-4E94-97DC-DE62DD4A98CC&af_ad=Video_Portrait_Long_Mahjong_15sec_NoVoice_HD_AppStore_Vid_CreativeSet1_Graphic&af_ad_type=INTER&af_channel=video&af_siteid=4c0488245af0b1842dc1ad57fd7f110e&af_c_id=dd58daf0b9bf36d00c250264efe18202
click,8/14/2018 20:22,8/14/2018 20:27,9/18/2018 21:59,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins6"",""af_revenue"":99.99}",99.99,USD,99.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TX,Plano,75024,623,24.27.64.108,TRUE,,,en-US,1534260376275-8579267,,8C7009AF-4FF7-4987-A0CC-9F4A56C61645,,816577c0-a000-11e8-8201-69917e762b3c,,C1218CC5-9E6C-4A0B-95BB-7E8E871D6A80,ios,iPhone 7,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,
click,11/14/2016 19:53,11/14/2016 21:01,9/18/2018 21:59,af_purchase,"{""af_currency"":""GBP"",""af_content_id"":""com.gleragames.mahjong.coins1_2"",""af_revenue"":1.99}",1.99,GBP,2.616552,SDK,,,applovin_int,video,,MahjongTreasureQuest_iOS_CPI_gb,,,,Video_Portrait_Long_Mahjong_15sec_NoVoice_HD_AppStore_Vid_CreativeSet1_Graphic,,INTER,a748eeea29a3f301f3c5499ff3640fd5,,,,,,,,3.4384,,,,,,,,,,,,,,,,,EU,UK,GLG,Glasgow,g42 0aa,826034,90.195.180.131,TRUE,,,en-GB,1479153233000-2934746,,F2264BA0-5CD3-493B-A0C2-778802D11D18,,7b75ebc0-aaad-11e6-8125-3bdaddb69956,,BAA7005E-8C18-4FB8-8373-68C54BC7C199,ios,iPhone 6s,11.4.1,436,v4.8.6,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,7d,,TRUE,Mahjong%20Treasure%20Quest/2.17.5 CFNetwork/902.2 Darwin/17.7.0,,http://app.appsflyer.com/id1098189387?pid=applovin_int&af_click_lookback=7d&c=MahjongTreasureQuest_iOS_CPI_gb&clickid=1050d8216943a85ef4&idfa=F2264BA0-5CD3-493B-A0C2-778802D11D18&af_ad=Video_Portrait_Long_Mahjong_15sec_NoVoice_HD_AppStore_Vid_CreativeSet1_Graphic&af_ad_type=INTER&af_channel=video&af_siteid=a748eeea29a3f301f3c5499ff3640fd5&af_cost_value=3.4384
click,7/26/2018 22:56,7/26/2018 23:14,9/18/2018 21:59,af_purchase,"{""af_currency"":""USD"",""af_content_id"":""com.gleragames.mahjong.coins2"",""af_revenue"":4.99}",4.99,USD,4.99,SDK,,,googleadwords_int,UAC_Display,,MTQ_ios_UAC_US_purc_2_Nov_2017,972378712,,,,,ClickToDownload,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,PA,Pittsburgh,15239,508,24.131.112.7,TRUE,,,en-US,1532631476194-6675623,,1CBAC0B8-B426-4DA6-8914-31E05CBF2164,,966e37e0-9129-11e8-9f2f-694781ef51bb,,309E241A-894B-4BA9-835E-4B112A960440,ios,iPhone 6 Plus,11.4.1,437,v4.8.9,id1098189387,Mahjong Treasure Quest,com.vizor-apps.Mahjong,FALSE,,30d,,TRUE,Mahjong%20Treasure%20Quest/2.18 CFNetwork/902.2 Darwin/17.7.0,,
